CD_CONTA,STANDARD_NAME,STATEMENT_TYPE,EMPRESA_TIPO,NIVEL,IS_CONSOLIDADO
6.01.01,Caixa Gerado nas Operações,DFC,comercial,3,True
6.01.02,Variações nos Ativos e Passivos,DFC,comercial,3,True
6.01.03,Outros,DFC,comercial,3,True
6.02,Caixa Líquido Atividades de Investimento,DFC,comercial,2,True
6.03,Caixa Líquido Atividades de Financiamento,DFC,comercial,2,True
6.04,Variação Cambial s/ Caixa e Equivalentes,DFC,comercial,2,True
6.05,Aumento (Redução) de Caixa e Equivalentes,DFC,comercial,2,True
6.05.01,Saldo Inicial de Caixa e Equivalentes,DFC,comercial,3,True
6.05.02,Saldo Final de Caixa e Equivalentes,DFC,comercial,3,True
5.01,Saldos Iniciais,DMPL,comercial,2,True
5.02,Ajustes de Exercícios Anteriores,DMPL,comercial,2,True
5.03,Saldos Iniciais Ajustados,DMPL,comercial,2,True
5.04,Transações de Capital com os Sócios,DMPL,comercial,2,True
5.04.01,Aumentos de Capital,DMPL,comercial,3,True
5.04.02,Gastos com Emissão de Ações,DMPL,comercial,3,True
5.04.03,Opções Outorgadas Reconhecidas,DMPL,comercial,3,True
5.04.04,Ações em Tesouraria Adquiridas,DMPL,comercial,3,True
5.04.05,Ações em Tesouraria Vendidas,DMPL,comercial,3,True
5.04.06,Dividendos,DMPL,comercial,3,True
5.04.07,Juros sobre Capital Próprio,DMPL,comercial,3,True
5.05,Resultado Abrangente Total,DMPL,comercial,2,True
5.05.01,Lucro Líquido do Período,DMPL,comercial,3,True
5.05.02,Outros Resultados Abrangentes,DMPL,comercial,3,True
5.05.02.01,Ajustes de Instrumentos Financeiros,DMPL,comercial,4,True
5.05.02.02,Tributos s/ Ajustes Instrumentos Financeiros,DMPL,comercial,4,True
5.05.02.03,Equiv. Patrim. s/Result. Abrang. Coligadas,DMPL,comercial,4,True
5.05.02.04,Ajustes de Conversão do Período,DMPL,comercial,4,True
5.05.02.05,Tributos s/ Ajustes de Conversão do Período,DMPL,comercial,4,True
5.05.03,Reclassificações para o Resultado,DMPL,comercial,3,True
5.05.03.01,Ajustes de Instrumentos Financeiros,DMPL,comercial,4,True
5.06,Mutações Internas do Patrimônio Líquido,DMPL,comercial,2,True
5.06.01,Constituição de Reservas,DMPL,comercial,3,True
5.06.02,Realização da Reserva Reavaliação,DMPL,comercial,3,True
5.06.03,Tributos sobre a Realização da Reserva de Reavaliação,DMPL,comercial,3,True
5.07,Saldos Finais,DMPL,comercial,2,True
4.01,Lucro Líquido Consolidado do Período,DRA,comercial,2,True
4.02,Outros Resultados Abrangentes,DRA,comercial,2,True
4.03,Resultado Abrangente Consolidado do Período,DRA,comercial,2,True
4.03.01,Atribuído a Sócios da Empresa Controladora,DRA,comercial,3,True
4.03.02,Atribuído a Sócios Não Controladores,DRA,comercial,3,True
3.01,Receita de Venda de Bens e/ou Serviços,DRE,comercial,2,True
3.02,Custo dos Bens e/ou Serviços Vendidos,DRE,comercial,2,True
3.03,Resultado Bruto,DRE,comercial,2,True
3.04,Despesas/Receitas Operacionais,DRE,comercial,2,True
3.04.01,Despesas com Vendas,DRE,comercial,3,True
3.04.02,Despesas Gerais e Administrativas,DRE,comercial,3,True
3.04.03,Perdas pela Não Recuperabilidade de Ativos,DRE,comercial,3,True
3.04.04,Outras Receitas Operacionais,DRE,comercial,3,True
3.04.05,Outras Despesas Operacionais,DRE,comercial,3,True
3.04.06,Resultado de Equivalência Patrimonial,DRE,comercial,3,True
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,DRE,comercial,2,True
3.06,Resultado Financeiro,DRE,comercial,2,True
3.06.01,Receitas Financeiras,DRE,comercial,3,True
3.06.02,Despesas Financeiras,DRE,comercial,3,True
3.07,Resultado Antes dos Tributos sobre o Lucro,DRE,comercial,2,True
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,DRE,comercial,2,True
3.08.01,Corrente,DRE,comercial,3,True
3.08.02,Diferido,DRE,comercial,3,True
3.09,Resultado Líquido das Operações Continuadas,DRE,comercial,2,True
3.10,Resultado Líquido de Operações Descontinuadas,DRE,comercial,2,True
3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,DRE,comercial,3,True
3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,DRE,comercial,3,True
3.11,Lucro/Prejuízo Consolidado do Período,DRE,comercial,2,True
3.11.01,Atribuído a Sócios da Empresa Controladora,DRE,comercial,3,True
3.11.02,Atribuído a Sócios Não Controladores,DRE,comercial,3,True
3.99,Lucro por Ação - (Reais / Ação),DRE,comercial,2,True
3.99.01,Lucro Básico por Ação,DRE,comercial,3,True
3.99.02,Lucro Diluído por Ação,DRE,comercial,3,True
7.01,Receitas,DVA,comercial,2,True
7.01.01,"Vendas de Mercadorias, Produtos e Serviços",DVA,comercial,3,True
7.01.02,Outras Receitas,DVA,comercial,3,True
7.01.03,Receitas refs. à Construção de Ativos Próprios,DVA,comercial,3,True
7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,DVA,comercial,3,True
7.02,Insumos Adquiridos de Terceiros,DVA,comercial,2,True
7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",DVA,comercial,3,True
7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",DVA,comercial,3,True
7.02.03,Perda/Recuperação de Valores Ativos,DVA,comercial,3,True
7.02.04,Outros,DVA,comercial,3,True
7.03,Valor Adicionado Bruto,DVA,comercial,2,True
7.04,Retenções,DVA,comercial,2,True
7.04.01,"Depreciação, Amortização e Exaustão",DVA,comercial,3,True
7.04.02,Outras,DVA,comercial,3,True
7.05,Valor Adicionado Líquido Produzido,DVA,comercial,2,True
7.06,Vlr Adicionado Recebido em Transferência,DVA,comercial,2,True
7.06.01,Resultado de Equivalência Patrimonial,DVA,comercial,3,True
7.06.02,Receitas Financeiras,DVA,comercial,3,True
7.06.03,Outros,DVA,comercial,3,True
7.07,Valor Adicionado Total a Distribuir,DVA,comercial,2,True
7.08,Distribuição do Valor Adicionado,DVA,comercial,2,True
7.08.01,Pessoal,DVA,comercial,3,True
7.08.01.01,Remuneração Direta,DVA,comercial,4,True
7.08.01.02,Benefícios,DVA,comercial,4,True
7.08.01.03,F.G.T.S.,DVA,comercial,4,True
7.08.01.04,Outros,DVA,comercial,4,True
7.08.02,"Impostos, Taxas e Contribuições",DVA,comercial,3,True
7.08.02.01,Federais,DVA,comercial,4,True
7.08.02.02,Estaduais,DVA,comercial,4,True
7.08.02.03,Municipais,DVA,comercial,4,True
7.08.03,Remuneração de Capitais de Terceiros,DVA,comercial,3,True
7.08.03.01,Juros,DVA,comercial,4,True
7.08.03.02,Aluguéis,DVA,comercial,4,True
7.08.03.03,Outras,DVA,comercial,4,True
7.08.04,Remuneração de Capitais Próprios,DVA,comercial,3,True
7.08.04.01,Juros sobre o Capital Próprio,DVA,comercial,4,True
7.08.04.02,Dividendos,DVA,comercial,4,True
7.08.04.03,Lucros Retidos / Prejuízo do Período,DVA,comercial,4,True
7.08.04.04,Part. Não Controladores nos Lucros Retidos,DVA,comercial,4,True
7.08.05,Outros,DVA,comercial,3,True
1.01,Ativo Circulante,BPA,financeira,2,False
1.01.01,Disponibilidades,BPA,financeira,3,False
1.01.02,Aplicações Interfinanceiras de Liquidez,BPA,financeira,3,False
1.01.03,Títulos e Valores Mobiliários,BPA,financeira,3,False
1.01.04,Relações Interfinanceiras,BPA,financeira,3,False
1.01.05,Relações Interdependências,BPA,financeira,3,False
1.01.06,Operações de Crédito,BPA,financeira,3,False
1.01.07,Operações de Arrendamento Mercantil,BPA,financeira,3,False
1.01.08,Outros Créditos,BPA,financeira,3,False
1.01.09,Outros Valores e Bens,BPA,financeira,3,False
1.02,Ativo Realizável a Longo Prazo,BPA,financeira,2,False
1.02.01,Aplicações Interfinanceiras de Liquidez,BPA,financeira,3,False
1.02.02,Títulos e Valores Mobiliários,BPA,financeira,3,False
1.02.03,Relações Interfinanceiras,BPA,financeira,3,False
1.02.04,Relações Interdependências,BPA,financeira,3,False
1.02.05,Operações de Crédito,BPA,financeira,3,False
1.02.06,Operações de Arrendamento Mercantil,BPA,financeira,3,False
1.02.07,Outros Créditos,BPA,financeira,3,False
1.02.08,Outros Valores e Bens,BPA,financeira,3,False
1.03,Ativo Permanente,BPA,financeira,2,False
1.03.01,Investimentos,BPA,financeira,3,False
1.03.01.01,Dependências no Exterior,BPA,financeira,4,False
1.03.01.02,Participações em Controladas,BPA,financeira,4,False
1.03.01.03,Participações em Coligadas e Equiparadas,BPA,financeira,4,False
1.03.01.04,Outros Investimentos,BPA,financeira,4,False
1.03.01.05,Provisão para Perdas,BPA,financeira,4,False
1.03.02,Imobilizado de Uso,BPA,financeira,3,False
1.03.03,Imobilizado de Arrendamento,BPA,financeira,3,False
1.03.04,Intangível,BPA,financeira,3,False
1.03.05,Diferido,BPA,financeira,3,False
2.01,Passivo Circulante,BPP,financeira,2,False
2.01.01,Depósitos,BPP,financeira,3,False
2.01.02,Captações no Mercado Aberto,BPP,financeira,3,False
2.01.03,Recursos de Aceites e Emissão de Títulos,BPP,financeira,3,False
2.01.04,Relações Interfinanceiras,BPP,financeira,3,False
2.01.05,Relações Interdependências,BPP,financeira,3,False
2.01.06,Obrigações por Empréstimos,BPP,financeira,3,False
2.01.07,Obrigações por Repasse do País,BPP,financeira,3,False
2.01.08,Obrigações por Repasse do Exterior,BPP,financeira,3,False
2.01.09,Outras Obrigações,BPP,financeira,3,False
2.02,Passivo Exigível a Longo Prazo,BPP,financeira,2,False
2.02.01,Depósitos,BPP,financeira,3,False
2.02.02,Captações no Mercado Aberto,BPP,financeira,3,False
2.02.03,Recursos de Aceites e Emissão de Títulos,BPP,financeira,3,False
2.02.04,Relações Interfinanceiras,BPP,financeira,3,False
2.02.05,Relações Interdependências,BPP,financeira,3,False
2.02.06,Obrigações por Empréstimos,BPP,financeira,3,False
2.02.07,Obrigações por Repasse do País,BPP,financeira,3,False
2.02.08,Obrigações por Repasse do Exterior,BPP,financeira,3,False
2.02.09,Outras Obrigações,BPP,financeira,3,False
2.03,Resultados de Exercícios Futuros,BPP,financeira,2,False
2.05,Patrimônio Líquido,BPP,financeira,2,False
2.05.01,Capital Social Realizado,BPP,financeira,3,False
2.05.02,Reservas de Capital,BPP,financeira,3,False
2.05.03,Reservas de Reavaliação,BPP,financeira,3,False
2.05.03.01,Ativos Próprios,BPP,financeira,4,False
2.05.03.02,Controladas/Coligadas e Equiparadas,BPP,financeira,4,False
2.05.04,Reservas de Lucro,BPP,financeira,3,False
2.05.04.01,Legal,BPP,financeira,4,False
2.05.04.02,Estatutária,BPP,financeira,4,False
2.05.04.03,Para Contingências,BPP,financeira,4,False
2.05.04.04,De Lucros a Realizar,BPP,financeira,4,False
2.05.04.05,Retenção de Lucros,BPP,financeira,4,False
2.05.04.06,Especial p/ Dividendos Não Distribuídos,BPP,financeira,4,False
2.05.04.07,Outras Reservas de Lucro,BPP,financeira,4,False
2.05.05,Ajustes de Avaliação Patrimonial,BPP,financeira,3,False
2.05.05.01,Ajustes de Títulos e Valores Mobiliários,BPP,financeira,4,False
2.05.05.02,Ajustes Acumulados de Conversão,BPP,financeira,4,False
2.05.05.03,Ajustes de Combinação de Negócios,BPP,financeira,4,False
2.05.06,Lucros/Prejuízos Acumulados,BPP,financeira,3,False
6.01,Caixa Líquido Atividades Operacionais,DFC,financeira,2,False
6.01.01,Caixa Gerado nas Operações,DFC,financeira,3,False
6.01.02,Variações nos Ativos e Passivos,DFC,financeira,3,False
6.01.03,Outros,DFC,financeira,3,False
6.02,Caixa Líquido Atividades de Investimento,DFC,financeira,2,False
6.03,Caixa Líquido Atividades de Financiamento,DFC,financeira,2,False
6.04,Variação Cambial s/ Caixa e Equivalentes,DFC,financeira,2,False
6.05,Aumento (Redução) de Caixa e Equivalentes,DFC,financeira,2,False
6.05.01,Saldo Inicial de Caixa e Equivalentes,DFC,financeira,3,False
6.05.02,Saldo Final de Caixa e Equivalentes,DFC,financeira,3,False
5.01,Saldo Inicial,DMPL,financeira,2,False
5.02,Ajustes de Exercícios Anteriores,DMPL,financeira,2,False
5.03,Saldo Ajustado,DMPL,financeira,2,False
5.04,Lucro / Prejuízo do Período,DMPL,financeira,2,False
5.05,Destinações,DMPL,financeira,2,False
5.05.01,Dividendos,DMPL,financeira,3,False
5.05.02,Juros sobre Capital Próprio,DMPL,financeira,3,False
5.05.03,Outras Destinações,DMPL,financeira,3,False
5.06,Realização de Reservas de Lucros,DMPL,financeira,2,False
5.07,Ajustes de Avaliação Patrimonial,DMPL,financeira,2,False
5.07.01,Ajustes de Títulos e Valores Mobiliários,DMPL,financeira,3,False
5.07.02,Ajustes Acumulados de Conversão,DMPL,financeira,3,False
5.07.03,Ajustes de Combinação de Negócios,DMPL,financeira,3,False
5.08,Aumento/Redução do Capital Social,DMPL,financeira,2,False
5.09,Constituição/Realização Reservas Capital,DMPL,financeira,2,False
5.10,Ações em Tesouraria,DMPL,financeira,2,False
5.11,Outras Transações de Capital,DMPL,financeira,2,False
5.12,Outros,DMPL,financeira,2,False
5.13,Saldo Final,DMPL,financeira,2,False
4.01,Lucro Líquido do Período,DRA,financeira,2,False
4.02,Outros Resultados Abrangentes,DRA,financeira,2,False
4.03,Resultado Abrangente do Período,DRA,financeira,2,False
3.01,Receitas da Intermediação Financeira,DRE,financeira,2,False
3.02,Despesas da Intermediação Financeira,DRE,financeira,2,False
3.03,Resultado Bruto Intermediação Financeira,DRE,financeira,2,False
3.04,Outras Despesas/Receitas Operacionais,DRE,financeira,2,False
3.04.01,Receitas de Prestação de Serviços,DRE,financeira,3,False
3.04.02,Despesas de Pessoal,DRE,financeira,3,False
3.04.03,Outras Despesas Administrativas,DRE,financeira,3,False
3.04.04,Despesas Tributárias,DRE,financeira,3,False
3.04.05,Outras Receitas Operacionais,DRE,financeira,3,False
3.04.06,Outras Despesas Operacionais,DRE,financeira,3,False
3.04.07,Resultado da Equivalência Patrimonial,DRE,financeira,3,False
3.05,Resultado Operacional,DRE,financeira,2,False
3.06,Resultado Não Operacional,DRE,financeira,2,False
3.06.01,Receitas,DRE,financeira,3,False
3.06.02,Despesas,DRE,financeira,3,False
3.07,Resultado Antes Tributação/Participações,DRE,financeira,2,False
3.08,Provisão para IR e Contribuição Social,DRE,financeira,2,False
3.09,IR Diferido,DRE,financeira,2,False
3.10,Participações/Contribuições Estatutárias,DRE,financeira,2,False
3.10.01,Participações,DRE,financeira,3,False
3.10.02,Contribuições,DRE,financeira,3,False
3.11,Reversão dos Juros sobre Capital Próprio,DRE,financeira,2,False
3.13,Lucro/Prejuízo do Período,DRE,financeira,2,False
3.99,Lucro por Ação - (R$ / Ação),DRE,financeira,2,False
7.01,Receitas,DVA,financeira,2,False
7.01.01,Intermediação Financeira,DVA,financeira,3,False
7.01.02,Prestação de Serviços,DVA,financeira,3,False
7.01.03,Provisão/Reversão de Créds. Liquidação Duvidosa,DVA,financeira,3,False
7.01.04,Outras,DVA,financeira,3,False
